'Blue';'Pearl-Arts';'Green';'Pearl-Arts';7.5
'Blue';'West End';'Orange';'West End';7.5
'Blue';'West End';'Red';'West End';7.5
'Blue';'West End';'Green';'West End';7.5
'Blue';'Union Station';'Red';'Union Station';7.5
'Blue';'8th & Corinth';'Red';'8th & Corinth';7.5
'Green';'Buckner';;'Lake June';4
'Green';'Lake June';;'Lawnview';6
'Green';'Lawnview';;'Hatcher';3
'Green';'Hatcher';;'MLK';4
'Green';'MLK';;'Fair Park';3
'Green';'Fair Park';;'Baylor Medical Center';4
'Green';'Baylor Medical Center';;'Deep Ellum';2
'Green';'Deep Ellum';;'Pearl-Arts';2
'Green';'Pearl-Arts';;'St. Paul';2
'Green';'St. Paul';;'Akard';2
'Green';'Akard';;'West End';2
'Green';'West End';;'Victory';4
'Green';'Victory';;'Market Center';3
'Green';'Market Center';;'SMD-Parkland';2
'Green';'SMD-Parkland';;'Inwood-Love Field';2
'Green';'Inwood-Love Field';;'Burbank';5
'Green';'Burbank';;'Bachman';3
'Green';'Bachman';;'Walnut Hill-Denton';4
'Green';'Walnut Hill-Denton';;'Royal Lane';3
'Green';'Royal Lane';;'Farmer's Branch';4
'Green';'Farmer's Branch';;'Downtown Carrollton';5
'Green';'Downtown Carrollton';;'Trinity Mills';4
'Green';'Trinity Mills';;'North Carrollton-Frankford';2
'Green';'Pearl-Arts';'Red';'Pearl-Arts';7.5
'Green';'Pearl-Arts';'Blue';'Pearl-Arts';7.5
'Green';'Pearl-Arts';'Orange';'Pearl-Arts';7.5
'Green';'West End';'Red';'West End';7.5
'Green';'West End';'Blue';'West End';7.5
'Green';'West End';'Orange';'West End';7.5
'Green';'Victory';'Orange';'Victory';7.5
'Green';'Bachman';'Orange';'Bachman';7.5

