lat,lon,name,near_bachelors,near_business,near_emp_full_time,near_emp_pay,near_employed,near_employment,near_entertainment,near_family,near_finance,near_foreign_born,near_hospitality,near_house_w_child,near_household,near_hunits,near_hunits_attached,near_hunits_detached,near_hunits_large,near_hunits_medium,near_hunits_new,near_hunits_old,near_hunits_owner,near_hunits_renter,near_hunits_vacant,near_labor_force,near_medical,near_pop_child,near_pop_old,near_pop_poor,near_pop_rich,near_population,near_students,near_university,parking,15net_population,30net_population,15net_pop_child,30net_pop_child,15net_pop_old,30net_pop_old,15net_household,30net_household,15net_family,30net_family,15net_house_w_child,30net_house_w_child,15net_bachelors,30net_bachelors,15net_labor_force,30net_labor_force,15net_employed,30net_employed,15net_emp_full_time,30net_emp_full_time,15net_pop_poor,30net_pop_poor,15net_pop_rich,30net_pop_rich,15net_employment,30net_employment,15net_emp_pay,30net_emp_pay,15net_medical,30net_medical,15net_hospitality,30net_hospitality,15net_university,30net_university,15net_finance,30net_finance,15net_business,30net_business,15net_entertainment,30net_entertainment,15net_hunits,30net_hunits,15net_hunits_vacant,30net_hunits_vacant,15net_hunits_detached,30net_hunits_detached,15net_hunits_attached,30net_hunits_attached,15net_hunits_medium,30net_hunits_medium,15net_hunits_large,30net_hunits_large,15net_hunits_old,30net_hunits_old,15net_hunits_new,30net_hunits_new,15net_hunits_owner,30net_hunits_owner,15net_hunits_renter,30net_hunits_renter,15net_foreign_born,30net_foreign_born,15net_students,30net_students
33.768,-118.191,Downtown Long Beach-1st,516.7072418614886,243.00271229962058,723.7565220735987,147737.3967364726,1033.9347480867812,2173.0933803452526,54.217945387048,357.0112868742425,399.12588666969117,461.1175772209835,297.0736336309863,154.58575804987737,994.5007263936401,1108.2428054060601,50.47729055291684,57.19454496413663,787.9619254340981,206.59974229211653,137.36004887538593,308.5434286878782,219.6955785908704,774.8051478027697,113.74207901242,1124.7219186921714,0.8022462896109105,316.30210234875636,179.38855609285508,885.683739485449,438.0939851357476,1909.9449205840679,195.32113527167314,1.7592813182449871,0,33139.70405302045,83392.24580315582,10057.256124827247,24389.9367326867,2358.267163152392,6882.022667680064,9949.513228864958,23657.598738656645,6621.50123821713,16875.620334394967,3884.0059546881794,9177.589877365048,2771.64783247009,7006.493095560291,15307.583677026738,39040.03705497943,13389.04890985354,33909.06913210595,8619.75810880026,22531.009520139574,21361.156743087693,46664.67838831547,2402.767230578176,8396.041278848745,10718.009718113311,28858.28333340296,601078.1157639007,1570027.812348267,865.1152682055209,2083.0838428407624,585.8330831596759,908.8312891969256,36.88502054493716,130.8679695191365,764.3001106047824,1304.018783471558,770.5237121854452,2044.038328503495,84.36713479642398,133.02939465113857,10705.809595254823,25235.762355055704,756.2963663898637,1578.163616399059,2254.231077967467,10159.555936066392,1206.5230887537678,2685.4344311860077,3038.4529269751065,5781.352567467977,4157.269225584303,6074.90478191549,3304.071475414066,5917.587335194273,472.0992429134567,1002.5609948972856,1804.352647166248,8195.081586049637,8145.160581698711,15462.51715260701,12412.321955913721,28199.181514009782,2467.4830777788616,6681.310335029459
33.773,-118.191,Pacific-5th,435.3228739099616,121.47649912906826,1161.2785525498794,95313.37043063043,1796.2136832445917,1574.6787410228092,26.020000934122393,847.7404760727296,192.99319272043914,1580.9782816543857,147.66704663468673,492.35080966432037,1411.9207342202,1533.8461417997792,153.22058476061738,217.49871970283917,755.4934638906748,400.1252603179313,92.22591475308947,479.17881850001925,220.71843902653458,1191.2022951936656,121.925407579579,2038.1857832066771,56.758924989971916,1261.9889883454496,299.2291017588975,2817.889235063658,336.29715532257444,4303.912467237031,320.5218392320415,0.8447488584474887,0,54968.88607372761,118583.17995795807,15890.998143855184,36580.17823609352,4485.620968516124,8945.903438748734,16650.827282005674,31796.999903827607,11207.127696293734,23528.779333257236,6293.077777151126,13124.173212892509,5663.791539288688,7993.169425899293,26034.279077409323,53107.230611921965,22868.308498746388,45719.794646236805,15042.662102407412,30225.000708071108,31283.98138613438,70968.40564477253,6206.769533312352,9535.046518485467,20744.73642240948,30945.062739276942,1141381.5753217423,1659564.4654401438,2083.0838428407624,2375.3926531351844,770.3139456801559,929.0471147860379,129.62521589594812,274.4316472482818,1222.696830255631,1341.3374373500988,1559.8995834506695,2063.3421152068286,119.55817179115554,134.56915308023048,17799.217891569984,33933.80690457053,1148.390609564308,2136.8070007429164,5299.382853413026,15479.798218293607,1952.3631204266267,3922.7001681560396,4943.225550366887,7004.0416599123155,5526.064975682297,6896.404823762059,4997.81521593628,7961.61365860419,747.1528317322453,1433.4727494917079,4381.769067269854,11448.293932831679,12269.058214735822,20348.705970995932,19299.030542896933,39389.73091178721,4388.507824494613,8773.024850755037
33.782,-118.189,Anaheim,689.4145295929256,105.66853897285239,2980.7081561546834,110969.43363490434,4759.599162108938,2328.8557639771348,0.769308082882219,2474.7290544555126,13.390453961980977,4972.1522903797095,66.28330104518977,1529.280961199996,3424.3065879280325,3671.420097416303,471.78251205818214,694.9163641519661,1386.1534052344778,1101.6156828159942,97.41507704598486,1212.6669177568542,423.2926024912638,3001.013985436769,247.11350948827052,5485.349497353757,205.97673485760126,4059.2306505863826,780.432935268185,8750.954296927166,464.7063238652503,12394.10396746387,830.4435893999325,0.01836410561842366,0,64694.44795495743,167534.45574099376,18819.17771342505,52663.32730950364,5247.698580972154,12230.843738807003,19021.432769513664,43354.10636440662,13133.481445875237,33128.33802525679,7320.720903572243,18670.95682862615,6191.688447454982,9350.801385136057,30519.38019874583,73803.79128859004,26676.782992286127,63504.159628305686,17619.044678925144,41997.81005839714,36629.364566315395,104492.05823281324,6982.947532669969,11176.042180960752,22858.953554539952,38232.40707018649,1251937.648723456,2030523.8632058883,2083.0838428407624,2522.4609275399075,790.2590965638807,1021.8709383076787,130.19840430174523,343.84584675593925,1241.0517139924955,1461.8639317989866,1667.3273213467066,2284.613612938212,121.87245000855323,149.6281043393585,20308.85573159228,46172.09531321506,1287.422962078616,2817.9889488084345,6862.963097803286,22646.041907911957,2187.779949872711,6264.586772522487,5271.252067682997,8791.668765709946,5818.505232851957,7732.774432567673,5359.7398371992795,11415.921835405228,839.6157990380948,2173.5016566076088,5554.769970815862,15662.409559840635,13466.662798697804,27691.696804565992,22569.77371365182,58142.197666166874,5133.181609834691,11701.277605695188
33.789,-118.189,Pacific Coast Highway,1130.2031871057143,300.375961783904,3754.0148780220984,247057.91496189332,5799.30131641323,4641.381832768115,3.3598803923713674,2942.0204208146447,158.7905772526711,5398.073806658644,74.80910184881304,1707.7884257739854,4118.785180323086,4392.300550632681,531.0427013820515,1284.621449148525,1227.660431025052,1330.1122415490647,145.09820223899646,1303.6823104693142,940.6460270575794,3178.139153265507,273.5153703095941,6659.3264777741315,601.5773620683368,4419.734383546658,1099.2165700324545,8906.62947161142,1163.669766254604,14531.742697735477,1121.1965138752144,34.26262626262626,0,73713.72059856856,232013.633222826,21478.44829613258,72715.41319072254,6059.996690190323,16935.348471503417,21290.441453014282,59390.268088393255,14951.725151370167,45787.16287661479,8208.220834713435,25864.047259114508,6604.2538459044445,11682.994775200399,34655.09636719877,101748.48795697757,30192.270112448798,87989.4404463877,20015.907343679966,58524.48396264934,41345.8628063653,146037.86851142033,7710.1664927399615,14103.834113732824,25984.629174876794,47075.82277330413,1418733.9091689321,2406003.9498753175,2083.0838428407624,2819.45324023181,855.4809045531224,1199.657366176839,130.43681009884665,354.9721264333066,1273.2974451515106,1583.8570638730487,1872.3047887197838,2616.3861176292394,128.089732759017,163.81183131889003,22720.280635392475,63316.820187414334,1429.8391823781924,3926.552099021069,8462.568525902538,31845.352013437805,2435.7805554251618,9012.394585371,5524.827804674758,11808.87970908408,5930.6300949318165,9793.791276854989,5621.678706780699,16068.192886953204,915.2227930676311,3037.880109439746,6873.184310864954,21233.321613056807,14417.25714214933,38156.946475336445,25235.763536725186,82413.80865770919,5898.86960247895,15783.866009185742
33.807,-118.189,Willow,1431.5905877842933,472.61722553123263,3551.157150276831,334161.9144057939,5289.633648840653,6082.738002918411,10.611305131695202,2598.3724615284896,276.2096364693883,4129.530927520733,85.33796616110445,1394.0504174214282,3721.290312999976,3940.6283469616806,444.0378363592016,1607.1989335690575,729.3636459580608,1145.0976661242619,180.72166467955475,972.6202577957896,1329.2112395911154,2392.0790734088605,219.33803396170418,6024.598565228441,788.3877665544333,3430.9330187641353,1137.6364911356045,6115.718312814057,1808.3693992014025,12491.74676156192,1116.4903177332253,58.68869823701384,1,81482.30088257176,285966.4802397074,24073.634630337943,88634.25149243973,6702.634111587209,20791.523102497817,22663.098012263006,73898.99817948871,16518.609047520724,56851.81558377141,9023.00411931517,32078.596055332757,6489.785853698802,15425.31928705359,37915.31513628726,127167.7299748725,32875.13438401917,110843.4053805033,21807.252998065975,74098.99445242481,45778.99464883002,177587.68425845398,7957.947293712998,18706.449383208048,26685.189953057707,69659.42749270149,1422290.4156117945,3403320.917460613,2082.281596551151,3419.871466410199,611.7576555659393,1652.2198547518433,129.10868820089152,377.66044669138375,904.8928968018668,1788.5621624872465,1801.0356162038745,3541.409602035093,78.81144926409058,441.1416804651385,24127.519549649645,78690.68906509952,1464.421537386639,4791.69088561081,10102.361391102255,38911.2211641345,2634.9571406330906,11133.466317637893,5574.75282517586,14305.564959760359,5286.942856481392,13327.798063573673,5609.043906506394,19427.05934624872,865.2009460218998,3662.512216110552,7975.386007458767,26005.289448454154,14687.712004804238,47893.708731034545,27738.0639367888,103716.74318133683,6485.989199757786,19759.342469600735
33.82,-118.196,Wardlaw,1460.5531190343042,316.7586457339918,2871.746843330321,206141.54515204774,4189.625940052195,3943.988701377759,24.57973186303636,1987.2539965481142,182.18708318146034,2757.177659462478,99.1428963593756,1015.0214050415175,2980.0237401407385,3152.7799493534785,301.80219531365725,1437.9528418765008,639.4321041399328,759.6749572675178,94.33192413923383,721.1234827264238,1248.2051805124904,1731.8185596282483,172.75620921274034,4702.096835154145,429.5808080808081,2402.809000263801,989.7173142281273,3807.106330232628,1995.6329035327735,9337.43525914525,804.5344289825259,34.051497113997115,1,98017.74216412703,305300.9523963515,29888.4799397748,94259.3509852172,7628.993215798147,22111.479088360367,26373.693691935863,79242.44668450586,19557.676602307944,61002.75764749804,10798.521556260339,34365.927936854685,7024.016695100512,16765.158872080552,44629.055179530376,136710.9852315454,38423.53555446093,119345.96552346833,25401.614939560885,79166.99971610121,57046.53820510747,188100.3721676807,8526.78734744273,20337.809191502278,28087.701207684033,72625.6840465952,1484890.8893693443,3542517.7463706443,2333.0694278245937,3419.871466410199,627.0480636763555,1862.9953935124242,251.91187641954735,379.209206068187,911.9159337290529,1858.4189162317684,1805.4559052573168,3641.7923969485255,79.6011408201648,516.802929244554,28116.460426880465,84320.17071065855,1742.7667349446049,5077.724026152669,12551.4197820841,41311.44677244968,3169.5509852877876,11869.327415736137,6093.271630257289,15312.80298592415,5723.199728929053,14777.371394860691,6349.808125900109,19992.23450141458,1034.8266942729388,3810.915758648326,9563.949724182345,27674.185483852725,16809.743967753515,51568.261200653134,32659.32259934516,111655.17688320794,7422.100090965805,21302.072330855655
33.848,-118.211,Del Amo,527.8969081662947,107.4277378960372,2576.3825765177326,110556.07340171385,3808.47449353974,2114.217132130472,2.314278217397689,1926.3537495815026,18.354883736864387,3270.743170754884,19.94515088372471,1027.643126421117,2370.605487507989,2509.637840022297,235.41682944608442,1563.5802443902598,292.4402571696598,328.0265173161103,92.46296730584947,361.92462126299955,1173.0009035460077,1197.6045839619815,139.03235251430786,4485.101121336505,0.0,2928.1795695698693,762.0776124560298,5345.383180181016,776.1779993576172,9725.56188122982,744.6737853400784,0.5731884057971014,1,129762.90298990699,339925.82406019064,40760.28996374785,103557.52499916423,9608.850984838304,25001.85119031625,33518.828361531574,89068.5033193438,25758.05408052714,68041.52046229974,14501.589407287782,38015.80758264515,7453.3105458995,20742.9651086868,57150.538139477096,153571.0742884101,49121.97035418366,134615.85131731292,32470.27275015654,89744.33111000537,79362.38832881826,205890.08014739063,9287.803545356772,25146.896379052938,29152.45119398038,99962.66630360956,1519657.9420829208,5226553.989669227,2317.8314818556014,3734.9105881971673,508.8478630341939,3269.258197961743,271.8276170715894,825.3645469092993,795.582128743742,2681.7317399542835,1754.8087453550022,7413.312980558542,57.901971346109676,1248.713110294718,35658.78293051036,94799.58037157009,2139.954568978787,5731.077052226294,17818.11432031503,46267.51922878301,4542.529774208537,12980.994680492591,7038.072851593273,16719.902426090342,5603.77868736846,17696.184207402173,8507.235676492048,22064.50556517076,1470.2317280322388,4587.116064764464,12484.82147664415,31513.866380876418,21034.006884887425,57554.63693846736,44077.51013546299,124672.79609292763,9315.94357418431,24296.07554311012
33.876,-118.223,Artesia,412.5653984494617,204.97746737307702,2396.862664754822,166796.260445476,3515.487120162669,3125.6756203368413,6.217282750463784,1818.2437054949328,32.24573115901524,2665.989823073371,65.22180798924182,887.499931141193,2269.0086835006196,2411.4249038001963,248.00060555245017,1599.605428099254,112.12486207986001,253.57573699176123,75.60699402953638,261.93886958141945,1318.4143400490925,950.5943434515275,142.4162202995763,4135.716168452946,0.0,2659.270582707529,812.2981092181691,4716.498240049903,727.2189600699929,9019.272643611119,765.6879926442592,0.23840579710144927,1,160611.65152747463,348637.7069354414,50630.72954762003,105390.04019457287,11954.242073521893,25710.637619536326,40677.8105113753,92042.05229257784,31813.649663958284,69644.03896862255,17777.909867277456,38820.407060320154,8230.489253930808,22302.307239505386,70045.36777223845,157921.42336840802,60092.19356961662,138514.57516705804,39899.53985488963,92278.46945258092,99521.16520405552,210555.45287467,10598.789534778325,26762.564095111396,33837.53796459183,115121.61255084405,1745792.5564990607,6304221.600800381,2258.923021402723,3879.0038914326824,518.2818140960226,3979.1149928615782,341.22345247362836,1628.1892537240226,863.0972359470118,3289.7873033127453,1913.2659978531917,10087.485962837825,72.74639420235957,1906.4732344448164,43252.46030309863,98056.23584218523,2574.6497917233305,6014.183549607356,23506.074228305668,46960.2493694307,6149.959622380273,13320.028479736138,7648.839382487163,17301.192480248574,5224.664056769402,19332.902586992885,10252.576479184025,22949.560018172444,2077.069999479096,5004.430309121861,15911.190857276193,32153.75636690932,24766.619654099104,59888.295925668506,54741.684045541064,128014.30079549446,11112.708273913939,25875.46290564162
33.897,-118.224,Compton,402.2392496558467,171.73353978371114,2515.102176459608,151293.90317933485,3716.799019657152,2873.6541585261657,4.939661892121562,1923.8951830248002,30.72133832004727,2963.417977284597,53.350384643803196,969.3690426516127,2367.1572856423622,2515.481719663229,249.65387576084578,1696.9874101638536,144.27468698367366,256.52476279321866,87.3382018296545,295.9086284135741,1321.8972751846834,1045.260010457679,148.32443402086656,4384.94068778066,0.0,2911.488436554117,822.0259774897415,5318.815581950167,685.8747861087838,9678.525204587262,782.4407325505089,0.4311594202898551,1,212954.48811172618,364383.66950755956,67304.91581134287,109060.90898774062,15271.621453549415,27262.36456520967,52537.435063668614,98126.49313979485,41786.21946617224,72909.16802107767,23598.291915409653,40467.60796356363,9181.424202170601,25887.01274506196,92576.61916637981,166389.07066580668,80131.04194625239,146178.12293069513,53713.74964625852,97599.99995420816,135427.2720160804,218279.6961715122,11937.965471902971,30733.269261644844,41395.940079821834,139085.05504501396,2022912.8075875528,7793840.490490381,1954.3379720262885,4325.542242136299,632.6129187273416,5684.113048662537,318.2759356756034,2150.6799556333267,837.4120423999509,4408.242141127131,2184.4321414031574,13746.336800814051,83.3262376380497,3580.357341230271,55907.76685773359,104795.73898338575,3370.33179406498,6669.245843590867,31134.50275212742,48495.90867604123,8614.369208424781,13797.021535228028,9377.347821499428,18120.25434595852,5957.804493287172,23217.622089393222,14265.924567088305,24444.738096041667,2748.4423218646057,6173.091774959055,20220.31088893062,33750.81216073837,32317.12417473799,64375.680979056466,76688.71777329249,133896.04549082232,14104.703362210024,27165.45675056907
33.928,-118.238,Willowbrook-Rosa Parks,534.2308414017101,4.42028905344235,3594.36194149491,62600.47375754985,5548.401170441754,1402.5112546263244,0.7896915560742204,3039.0675547872183,7.023036927186116,4921.25866255636,15.290408110416154,1775.5174369451686,3710.595679672855,3988.9408772308207,534.5938446546969,2449.058390981846,436.2568724476612,518.5188050814287,169.62574825103897,740.7642193937157,1588.5637167235768,2122.0319629492783,278.3451975579657,6713.740043243118,250.7878312734428,5814.845309436857,926.3591042109375,11267.543556277451,568.840053729733,16535.441281555282,936.110891208019,122.80318821865585,0,277983.564300766,393236.14564176183,85335.03490770001,115481.14247392642,20457.260454868563,29962.18850840303,70759.98799671295,109073.00461097916,55695.740176573076,78722.74254432242,30944.104671221492,43368.772428624055,14999.09450733364,31736.716303288973,124441.38473229356,181661.68764363654,108901.47620983279,160154.27356452352,72728.10707966953,107414.16502209607,167683.53033000106,233846.94545081927,19195.899005538726,36730.00285749545,64067.87198198155,191784.55185456295,3090427.5234977338,13503296.37735588,1938.4429183732548,4926.784590566577,1804.3148734455388,9321.877867324823,508.06956953616145,2830.9515960764256,1039.581044125307,15456.436026614487,3282.5954507382335,31179.578879032062,491.94604100038197,4150.903996959314,75119.92269214967,116779.65709505157,4359.934695436694,7706.652484072425,40724.28762165138,51022.25834685017,10570.339373743212,14836.020240343156,11683.7065468087,19252.07212302732,11089.193564792886,30453.570852590034,15973.590990908098,26348.256845169068,3425.3419961390327,8095.10636043625,27221.991852496827,36131.70232178163,43537.99614421613,72941.30228919753,101156.19333617741,145974.03829344822,19629.731076430624,29559.005400610444
