GEO.id,ESTAB,EMP,PAYQTR1,PAYANN
8610000US25688,3,28,85,352
8610000US25690,4,41,238,929
8610000US25691,1,a,D,D
8610000US25692,2,a,D,D
8610000US25696,4,a,D,D
8610000US25701,867,18669,166114,740166
8610000US25702,178,5152,57098,248722
8610000US25703,133,2618,26304,115971
8610000US25704,262,4170,44920,192590
8610000US25705,316,6577,72116,282187
8610000US25707,2,b,D,D
8610000US25708,6,439,2615,12232
8610000US25709,3,e,D,D
8610000US25710,4,22,172,1051
8610000US25712,3,4,38,148
8610000US25713,3,c,D,D
8610000US25715,1,a,D,D
8610000US25716,2,a,D,D
8610000US25717,10,67,661,2751
8610000US25718,2,b,D,D
8610000US25719,1,b,D,D
8610000US25721,1,a,D,D
8610000US25722,1,b,D,D
8610000US25724,1,a,D,D
8610000US25725,1,a,D,D
8610000US25728,1,c,D,D
8610000US25729,2,a,D,D
8610000US25755,16,253,763,3283
8610000US25771,1,a,D,D
8610000US25772,1,a,D,D
8610000US25773,1,b,D,D
8610000US25775,1,b,D,D
8610000US25776,1,a,D,D
8610000US25778,1,a,D,D
8610000US25801,1092,17516,160427,667318
8610000US25802,32,909,15310,51995
8610000US25810,1,b,D,D
8610000US25812,25,213,1351,5406
8610000US25813,172,2337,19022,80692
8610000US25817,6,50,506,1652
8610000US25818,24,117,634,3314
8610000US25820,3,8,28,125
8610000US25823,11,34,156,819
8610000US25825,19,65,266,1119
8610000US25826,1,a,D,D
8610000US25827,54,614,3430,15319
8610000US25831,7,31,138,841
8610000US25832,69,940,8939,40691
8610000US25833,1,a,D,D
8610000US25836,4,e,D,D
8610000US25837,1,a,D,D
8610000US25839,9,34,180,746
8610000US25840,172,1625,9943,45396
8610000US25841,10,87,648,2591
8610000US25843,18,319,2053,6063
8610000US25844,19,209,1455,6486
8610000US25845,2,a,D,D
8610000US25846,8,79,822,4574
8610000US25849,2,b,D,D
8610000US25851,2,a,D,D
8610000US25854,36,148,1318,5638
8610000US25855,4,c,D,D
8610000US25860,3,5,35,208
8610000US25862,12,119,952,6860
8610000US25864,3,8,84,442
8610000US25865,6,81,836,3102
8610000US25866,4,58,489,2118
8610000US25868,6,49,383,1698
8610000US25870,4,226,1320,4939
8610000US25871,20,152,1445,6225
8610000US25873,12,435,2745,10657
8610000US25876,1,a,D,D
8610000US25878,4,25,282,1068
8610000US25879,4,b,D,D
8610000US25880,134,1426,9097,38279
8610000US25882,46,355,1829,7418
8610000US25901,253,2635,18442,77337
8610000US25902,2,a,D,D
8610000US25904,3,b,D,D
8610000US25906,1,a,D,D
8610000US25909,10,85,486,2022
8610000US25911,4,6,51,238
8610000US25915,1,a,D,D
8610000US25917,27,836,12943,53013
8610000US25918,47,237,2172,8322
8610000US25919,3,b,D,D
8610000US25920,1,a,D,D
8610000US25921,60,967,10557,41642
8610000US25922,1,a,D,D
8610000US25927,8,104,987,2578
8610000US25928,2,a,D,D
8610000US25932,5,24,180,736
8610000US25936,1,a,D,D
8610000US25938,12,26,193,1045
8610000US25942,1,a,D,D
8610000US25951,111,1128,7800,34099
8610000US25958,7,42,137,691
8610000US25962,71,599,4137,18038
8610000US25966,4,20,128,540
8610000US25969,9,9,40,470
8610000US25971,5,13,60,309
8610000US25972,1,a,D,D
8610000US25976,15,44,244,818
8610000US25978,5,26,111,411
8610000US25979,10,61,222,1250
8610000US25981,4,b,D,D
8610000US25984,24,416,5810,18356
8610000US25985,3,a,D,D
8610000US25986,1,a,D,D
8610000US25989,2,a,D,D
8610000US26003,1271,22753,202308,873309
8610000US26030,7,48,390,1497
8610000US26031,43,858,9973,39293
8610000US26032,6,f,D,D
8610000US26033,36,1334,26258,95818
8610000US26034,101,2308,14562,62467
8610000US26035,21,318,2929,9282
8610000US26036,6,f,D,D
8610000US26037,107,1528,15639,61292
8610000US26038,51,1212,10521,44930
8610000US26039,2,c,D,D
8610000US26040,27,190,832,3721
8610000US26041,297,4673,38750,152341
8610000US26047,52,462,4810,21585
8610000US26050,39,1892,18880,80240
8610000US26055,21,366,4112,14853
8610000US26056,6,56,301,1390
8610000US26058,1,b,D,D
8610000US26059,125,4744,41386,161403
8610000US26060,20,238,1555,7050
8610000US26062,480,8198,71226,302048
8610000US26070,145,1543,12142,46113
8610000US26074,10,142,355,1417
8610000US26075,2,a,D,D
8610000US26101,1044,17861,138971,556634
8610000US26102,40,583,9827,38561
8610000US26103,7,46,214,860
8610000US26104,287,3485,30346,132314
8610000US26105,334,4874,28861,121974
8610000US26133,5,2,1,115
8610000US26134,18,704,14948,61203
8610000US26136,9,39,247,1059
8610000US26137,6,13,102,434
8610000US26141,6,14,111,413
8610000US26142,19,262,2477,12293
8610000US26143,39,268,1451,6554
8610000US26146,13,820,12462,53397
8610000US26147,57,551,4252,16789
8610000US26148,2,a,D,D
8610000US26149,30,177,714,3160
8610000US26150,103,1213,8039,35914
8610000US26151,6,b,D,D
8610000US26152,1,a,D,D
8610000US26155,239,3574,34825,144130
8610000US26159,33,458,1735,8352
8610000US26160,7,12,191,758
8610000US26161,2,b,D,D
8610000US26162,1,a,D,D
8610000US26164,138,2695,29224,131267
8610000US26167,4,a,D,D
8610000US26169,4,15,188,778
8610000US26170,112,1402,11032,44270
8610000US26175,53,584,4774,19121
8610000US26178,10,105,999,3965
8610000US26180,15,185,1115,4562
8610000US26181,55,1612,39659,175513
8610000US26184,20,410,3517,14438
8610000US26187,110,1280,8244,37155
8610000US26201,475,6335,52338,221713
8610000US26202,15,164,2412,8185
8610000US26203,5,17,69,315
8610000US26205,63,793,6163,25440
8610000US26206,36,348,2778,11562
8610000US26208,5,b,D,D
8610000US26209,22,1333,7886,18787
8610000US26210,4,13,127,531
8610000US26215,6,18,78,331
8610000US26217,5,12,28,113
8610000US26218,14,40,120,671
8610000US26222,16,108,690,3004
8610000US26224,3,11,40,164
8610000US26228,2,a,D,D
8610000US26234,18,126,1250,5067
8610000US26237,7,7,28,220
8610000US26238,3,2,11,19
8610000US26241,511,7491,50067,210951
8610000US26250,83,881,4502,19644
8610000US26253,49,922,6882,28648
8610000US26254,6,11,65,305
8610000US26257,9,37,191,752
8610000US26259,10,169,1483,5696
8610000US26260,60,964,4119,14991
8610000US26261,41,404,2541,10617
8610000US26263,6,29,96,387
8610000US26264,12,86,538,2959
8610000US26266,6,21,157,837
8610000US26267,4,39,192,720
8610000US26268,1,a,D,D
8610000US26269,5,6,31,127
8610000US26270,11,60,243,976
8610000US26271,3,b,D,D
8610000US26273,7,39,166,722
8610000US26275,5,18,80,298
8610000US26276,3,4,24,168
8610000US26278,2,b,D,D
8610000US26280,24,393,4036,17953
8610000US26282,4,30,108,589
8610000US26283,18,311,1844,8453
8610000US26285,5,110,782,2771
8610000US26287,56,725,8304,32963
8610000US26288,56,570,4280,17383
8610000US26291,23,271,1471,5120
8610000US26292,25,272,1888,8971
8610000US26293,5,21,78,380
8610000US26294,5,10,35,109
8610000US26296,1,a,D,D
8610000US26301,748,11032,105316,428358
8610000US26302,44,738,6593,26657
8610000US26306,13,207,3376,13774
8610000US26320,4,b,D,D
8610000US26321,1,a,D,D
8610000US26323,20,406,4605,16994
8610000US26325,2,a,D,D
8610000US26327,1,a,D,D
8610000US26330,658,12671,144808,568704
8610000US26335,16,74,577,2687
8610000US26337,8,44,187,946
8610000US26338,9,32,491,1641
8610000US26339,1,a,D,D
8610000US26342,5,4,44,127
8610000US26343,4,19,76,285
8610000US26346,29,738,9991,40100
8610000US26347,19,173,656,2948
8610000US26348,5,12,107,481
8610000US26349,2,a,D,D
8610000US26351,97,973,7109,30282
8610000US26354,172,2213,25159,96385
8610000US26361,2,a,D,D
8610000US26362,81,747,6126,25528
8610000US26366,4,c,D,D
8610000US26369,4,17,152,704
8610000US26372,12,39,349,1629
8610000US26374,7,17,65,323
8610000US26376,7,23,130,491
8610000US26377,7,36,185,733
8610000US26378,101,1580,27696,109647
8610000US26384,5,33,309,1338
8610000US26385,39,217,1609,7600
8610000US26386,25,138,949,4233
8610000US26404,4,80,682,2857
8610000US26405,9,79,926,4066
8610000US26408,40,379,2808,12795
8610000US26410,12,63,393,2463
8610000US26411,2,a,D,D
8610000US26415,58,777,8659,37654
8610000US26416,128,2254,15627,62241
8610000US26419,18,152,1978,7303
8610000US26421,5,8,52,226
8610000US26422,3,7,26,87
8610000US26425,12,52,331,1566
8610000US26426,105,1063,7287,30524
8610000US26430,8,77,548,2779
8610000US26431,112,1154,9266,39515
8610000US26435,3,7,32,112
8610000US26436,3,7,73,262
8610000US26437,7,55,1400,5346
8610000US26440,9,31,143,853
8610000US26443,2,a,D,D
8610000US26444,27,174,1187,8313
8610000US26447,14,36,243,1022
8610000US26448,9,64,519,2727
8610000US26451,12,59,542,2367
8610000US26452,243,3150,25282,101657
8610000US26456,62,1466,84166,170097
8610000US26501,473,8925,72420,299183
8610000US26502,5,64,546,2216
8610000US26504,10,64,623,2594
8610000US26505,1100,20850,264459,945987
8610000US26506,26,7165,85731,360618
8610000US26507,43,932,26671,112089
8610000US26508,581,6823,55915,246621
8610000US26519,17,75,646,2884
8610000US26520,10,71,506,2345
8610000US26521,13,109,734,2956
8610000US26525,84,1050,7484,40583
8610000US26527,1,a,D,D
8610000US26531,11,112,1533,3462
8610000US26534,16,280,2388,10265
8610000US26537,172,2376,18545,80889
8610000US26541,21,543,13453,48918
8610000US26542,50,363,3029,13647
8610000US26543,6,26,345,837
8610000US26544,7,108,936,3526
8610000US26546,4,45,330,1467
8610000US26547,41,440,3713,13849
8610000US26554,993,13535,115802,475682
8610000US26555,33,606,7394,26334
8610000US26559,9,31,125,578
8610000US26560,1,a,D,D
8610000US26562,8,157,1788,7637
8610000US26563,1,a,D,D
8610000US26568,6,51,220,1043
8610000US26570,27,839,17641,62452
8610000US26571,26,111,781,3307
8610000US26574,3,25,269,424
8610000US26575,21,88,482,1979
8610000US26576,1,a,D,D
8610000US26578,1,a,D,D
8610000US26581,6,27,44,124
8610000US26582,77,1147,14966,60353
8610000US26585,3,e,D,D
8610000US26586,1,a,D,D
8610000US26587,4,13,22,108
8610000US26588,18,75,394,1629
8610000US26590,6,b,D,D
8610000US26591,17,141,886,3745
8610000US26601,126,2275,20952,86108
8610000US26610,13,100,672,2992
8610000US26611,2,a,D,D
8610000US26615,1,a,D,D
8610000US26619,2,a,D,D
8610000US26621,15,80,497,2165
8610000US26623,6,37,269,1472
8610000US26624,81,926,7796,33254
8610000US26627,5,c,D,D
8610000US26629,2,a,D,D
8610000US26631,1,a,D,D
8610000US26636,3,7,43,189
8610000US26651,327,4619,34923,144500
8610000US26656,5,c,D,D
8610000US26660,8,21,130,667
8610000US26662,11,46,225,1016
8610000US26667,4,b,D,D
8610000US26671,2,a,D,D
8610000US26676,6,12,56,233
8610000US26678,14,67,545,2186
8610000US26679,29,176,860,3155
8610000US26680,2,a,D,D
8610000US26681,25,132,731,2943
8610000US26684,4,7,51,229
8610000US26690,2,a,D,D
8610000US26691,1,a,D,D
8610000US26704,51,241,1930,7710
8610000US26705,20,70,507,1967
8610000US26707,4,66,280,1191
8610000US26710,21,172,968,4054
8610000US26711,35,196,1133,5088
8610000US26714,2,a,D,D
8610000US26716,9,56,210,901
8610000US26717,9,32,171,835
8610000US26719,53,435,2579,11191
8610000US26720,3,23,92,383
8610000US26722,3,b,D,D
8610000US26726,270,4602,56291,189755
8610000US26731,1,a,D,D
8610000US26739,15,522,9292,38942
8610000US26743,11,43,248,955
8610000US26750,10,37,129,675
8610000US26753,70,412,2895,12001
8610000US26755,6,29,124,529
8610000US26757,163,1767,11271,48713
8610000US26761,3,16,63,365
8610000US26763,18,54,253,1423
8610000US26764,65,374,1961,8863
8610000US26767,13,53,223,927
8610000US26801,22,346,2625,10808
8610000US26802,8,34,90,380
8610000US26804,11,44,320,1395
8610000US26807,82,701,4377,18490
8610000US26808,12,59,406,2213
8610000US26810,10,64,370,1740
8610000US26812,15,54,489,1953
8610000US26814,13,256,2194,9201
8610000US26815,7,21,214,948
8610000US26817,5,8,28,165
8610000US26818,3,66,615,3365
8610000US26823,1,b,D,D
8610000US26833,19,44,255,1087
8610000US26836,160,4019,27088,114321
8610000US26845,7,28,263,962
8610000US26847,174,1976,13544,59522
8610000US26851,30,195,1257,5194
8610000US26852,2,a,D,D
8610000US26855,9,30,137,671
8610000US26865,5,19,117,424
8610000US26866,8,17,72,321
8610000US26884,13,63,335,1493
8610000US26886,1,a,D,D
8610000US27006,288,2369,17938,80804
8610000US27007,17,48,308,1799
8610000US27009,43,184,1453,6367
8610000US27010,9,27,101,564
8610000US27011,65,561,3087,13535
8610000US27012,632,6456,47670,199328
8610000US27013,103,4283,52282,206033
8610000US27014,14,213,1603,6931
8610000US27016,40,484,3931,15598
8610000US27017,164,2924,20048,91798
8610000US27018,81,559,4571,20555
8610000US27019,35,84,476,2156
8610000US27020,54,950,9934,38947
8610000US27021,305,2864,17179,72806
8610000US27022,24,176,1379,6100
8610000US27023,210,2604,15314,67379
8610000US27024,20,57,280,1388
8610000US27025,226,3122,27069,116096
8610000US27027,90,1614,12752,53417
8610000US27028,481,5924,46564,196489
8610000US27030,893,17313,155150,670537
8610000US27040,138,780,5403,24369
8610000US27041,177,1621,10295,45883
8610000US27042,8,f,D,D
8610000US27043,48,186,892,3800
8610000US27045,174,3458,34799,143338
8610000US27046,30,110,570,2143
8610000US27047,6,c,D,D
8610000US27048,96,1471,8012,37307
8610000US27049,2,a,D,D
8610000US27050,45,1281,45208,114778
8610000US27051,110,1076,5252,22719
8610000US27052,153,1143,11023,41335
8610000US27053,16,42,210,810
8610000US27054,28,191,1116,4846
8610000US27055,296,5190,32757,150470
8610000US27094,1,b,D,D
8610000US27101,980,21570,537127,1534087
8610000US27102,28,917,29851,76051
8610000US27103,1821,49351,650122,2516858
8610000US27104,570,6247,50603,212178
8610000US27105,662,19851,234677,1032390
8610000US27106,858,12096,115846,448909
8610000US27107,546,7597,81413,335254
8610000US27108,4,49,589,2268
8610000US27109,11,h,D,D
8610000US27110,4,115,450,1944
8610000US27113,6,268,11565,30037
8610000US27114,16,300,2580,10437
8610000US27115,5,c,D,D
8610000US27116,10,246,2747,11324
8610000US27117,7,48,271,1298
8610000US27120,9,48,309,1520
8610000US27127,513,6521,46057,195015
8610000US27150,1,a,D,D
8610000US27152,1,g,D,D
8610000US27155,4,4,45,192
8610000US27157,14,i,D,D
8610000US27199,1,a,D,D
8610000US27201,14,141,1253,5873
8610000US27203,834,16389,131021,556551
8610000US27204,38,995,7301,31415
8610000US27205,318,3937,28325,122790
8610000US27207,45,339,2800,11611
8610000US27208,15,44,261,1148
8610000US27209,90,1809,13054,53349
8610000US27212,18,85,380,2099
8610000US27213,6,30,175,756
8610000US27214,118,2960,34104,148472
8610000US27215,1433,29684,288175,1214046
8610000US27216,49,1826,15512,66125
8610000US27217,432,4319,29089,131648
8610000US27229,46,595,3893,16586
8610000US27230,3,e,D,D
8610000US27231,19,87,458,2220
8610000US27233,39,364,2876,16079
8610000US27235,114,2734,28584,126019
8610000US27237,1,a,D,D
8610000US27239,140,1584,10051,43662
8610000US27242,19,81,615,2744
8610000US27243,60,284,2012,9279
8610000US27244,146,4646,36127,151317
8610000US27247,1,b,D,D
8610000US27248,47,332,1986,10514
8610000US27249,146,938,6650,31075
8610000US27252,31,173,1166,5415
8610000US27253,458,4801,38372,164649
8610000US27256,7,110,397,1657
8610000US27258,90,1028,8412,38381
8610000US27259,8,72,263,960
8610000US27260,621,12103,121605,515853
8610000US27261,45,3749,50797,195472
8610000US27262,830,11585,102443,428576
8610000US27263,720,11082,98900,414775
8610000US27264,10,355,4112,12928
8610000US27265,892,15565,166389,649315
8610000US27278,590,6329,53517,226291
8610000US27281,22,188,1721,6177
8610000US27282,299,3407,28655,122810
8610000US27283,34,156,1025,4755
8610000US27284,1255,17046,146309,634212
8610000US27285,30,818,11444,44237
8610000US27288,442,6380,55240,225647
8610000US27289,12,238,1438,5700
8610000US27291,13,34,147,918
8610000US27292,825,11072,82028,348138
8610000US27293,36,1105,12217,48098
8610000US27295,430,5381,38363,163086
8610000US27298,169,1937,16133,72353
8610000US27299,35,577,8065,30782
8610000US27301,137,3083,33512,161595
8610000US27302,541,9310,92354,362246
8610000US27305,9,22,45,222
8610000US27306,91,1563,13908,58540
8610000US27310,198,1175,7174,30545
8610000US27311,28,155,723,2932
8610000US27312,471,3666,22996,101074
8610000US27313,85,461,3520,15856
8610000US27314,12,77,729,3171
8610000US27315,20,200,1384,7247
8610000US27316,125,1469,8497,36293
8610000US27317,286,4533,33590,140586
8610000US27320,693,8880,73556,315332
8610000US27323,18,86,653,2647
8610000US27325,81,624,3611,16163
8610000US27326,24,73,262,1050
8610000US27330,930,14988,151409,599333
8610000US27331,37,589,3216,13564
8610000US27332,351,6973,52587,214909
8610000US27340,12,134,648,3157
8610000US27341,78,703,3653,16043
8610000US27342,1,b,D,D
8610000US27343,24,423,9568,34870
8610000US27344,345,4027,26597,112235
8610000US27349,55,247,1640,7460
8610000US27350,69,493,3519,14693
8610000US27351,3,15,46,182
8610000US27355,23,255,1709,7230
8610000US27356,46,485,3259,16145
8610000US27357,169,1186,8876,40465
8610000US27358,253,1204,9383,42663
8610000US27359,7,694,9496,37323
8610000US27360,813,11893,100555,445399
8610000US27361,30,491,5466,21150
8610000US27370,125,1411,17837,84691
8610000US27371,201,2804,21185,91710
8610000US27373,7,f,D,D
8610000US27374,46,2920,36551,151673
8610000US27375,5,97,804,3045
8610000US27376,227,1800,14328,64288
8610000US27377,121,2603,28808,128592
8610000US27379,92,879,5494,22450
8610000US27401,974,23717,360573,1368556
8610000US27402,35,475,3513,14179
8610000US27403,552,7524,70177,302814
8610000US27404,21,250,2816,8953
8610000US27405,821,11101,104833,429367
8610000US27406,1007,18804,160862,691315
8610000US27407,1487,41006,270996,1143336
8610000US27408,1150,17801,395762,1135221
8610000US27409,1004,32036,503459,1983919
8610000US27410,1321,27844,280166,1176518
8610000US27411,9,242,914,3734
8610000US27412,5,139,455,1743
8610000US27415,19,267,2294,10657
8610000US27416,12,258,2396,9804
8610000US27417,10,164,1596,8764
8610000US27419,35,613,8561,36359
8610000US27420,24,697,7253,27904
8610000US27425,4,18,136,546
8610000US27427,27,268,996,4156
8610000US27429,8,115,1325,8537
8610000US27435,2,b,D,D
8610000US27438,6,e,D,D
8610000US27455,432,4574,40143,164498
8610000US27495,2,a,D,D
8610000US27497,1,a,D,D
8610000US27501,270,2236,18231,83651
8610000US27502,907,9588,77834,330312
8610000US27503,71,238,1798,8561
8610000US27504,323,3303,28447,160272
8610000US27505,63,348,2169,10166
8610000US27506,21,g,D,D
8610000US27507,7,20,70,344
8610000US27508,33,251,1460,6579
8610000US27509,63,1283,11151,49838
8610000US27510,388,3284,26167,116199
8610000US27511,1531,24065,268569,1061465
8610000US27512,28,306,3460,15515
8610000US27513,1210,26260,525134,1937112
8610000US27514,993,22531,218160,892454
8610000US27515,27,179,1865,7125
8610000US27516,682,4609,41183,177432
8610000US27517,646,8022,126187,502949
8610000US27518,811,12533,174004,730570
8610000US27519,691,4106,33306,146070
8610000US27520,726,12301,124780,517835
8610000US27521,77,565,2638,12323
8610000US27522,248,2977,34036,123991
8610000US27523,199,1588,12331,54709
8610000US27524,160,1007,7801,37033
8610000US27525,124,1654,22544,100669
8610000US27526,841,9264,78185,325656
8610000US27527,199,2031,28620,103574
8610000US27528,12,52,569,2509
8610000US27529,1195,17665,145769,615800
8610000US27530,786,12559,109010,441934
8610000US27531,20,111,1774,7406
8610000US27532,29,803,8016,33195
8610000US27533,51,676,5493,21886
8610000US27534,766,12413,97163,409530
8610000US27536,570,8665,64454,277732
8610000US27537,232,3639,32197,132948
8610000US27539,354,4249,42294,175327
8610000US27540,621,5140,36596,163174
8610000US27541,44,231,1132,5197
8610000US27542,119,1433,9454,38142
8610000US27543,2,a,D,D
8610000US27544,28,357,2220,9818
8610000US27545,426,5683,45410,188839
8610000US27546,261,3119,21443,94260
8610000US27549,405,3592,23599,101473
8610000US27551,12,90,723,3097
8610000US27552,3,25,160,627
8610000US27553,11,161,2149,8782
8610000US27555,8,24,92,356
8610000US27556,10,24,77,420
8610000US27557,73,648,5271,22252
8610000US27559,41,1095,14108,57242
8610000US27560,1248,39717,797463,3066486
8610000US27562,66,1520,35139,118518
8610000US27563,48,288,1782,7809
8610000US27565,464,7718,70531,283204
8610000US27568,24,261,1320,5515
8610000US27569,85,569,3001,13377
8610000US27570,4,10,25,135
8610000US27571,118,950,4713,21685
8610000US27572,68,313,2256,10482
8610000US27573,454,5875,44572,191211
8610000US27574,84,631,4732,21312
8610000US27576,229,3449,27841,120026
8610000US27577,775,11038,77008,340847
8610000US27581,17,69,620,2694
8610000US27582,8,31,98,401
8610000US27583,59,794,6860,29796
8610000US27584,2,a,D,D
8610000US27586,2,b,D,D
8610000US27587,1334,12957,111430,483957
8610000US27588,20,274,1861,7973
8610000US27589,126,1412,7317,31426
8610000US27591,298,2623,26593,111511
8610000US27592,149,710,5581,25560
8610000US27593,7,51,619,2416
8610000US27594,5,16,125,612
8610000US27596,312,3528,41028,179830
8610000US27597,391,4710,49122,213357
8610000US27599,29,499,1967,16527
8610000US27601,730,13716,270348,1088040
8610000US27602,32,577,14383,38132
8610000US27603,1506,19537,196695,828055
8610000US27604,1251,20770,290382,989890
8610000US27605,457,8134,71618,304878
8610000US27606,902,14179,193643,779432
8610000US27607,1039,28435,386602,1618975
8610000US27608,381,3629,37062,157665
8610000US27609,1823,27156,339442,1411370
8610000US27610,866,19594,218963,950746
8610000US27611,30,869,20985,56072
8610000US27612,1491,27164,330841,1351756
8610000US27613,852,7206,63293,275280
8610000US27614,703,5546,47304,216529
8610000US27615,1778,24843,363677,1418637
8610000US27616,980,17760,161840,683216
8610000US27617,751,15471,191316,803005
8610000US27619,23,224,1489,6299
8610000US27620,10,138,1171,4901
8610000US27622,18,587,6817,30995
8610000US27623,40,1501,12058,50999
8610000US27624,46,1137,4548,21008
8610000US27625,1,a,D,D
8610000US27627,8,74,1458,7727
8610000US27628,7,167,1375,5330
8610000US27629,10,93,959,4154
8610000US27635,1,f,D,D
8610000US27636,10,189,1815,8135
8610000US27640,1,b,D,D
8610000US27650,3,15,100,413
8610000US27656,1,a,D,D
8610000US27658,3,15,124,559
8610000US27661,4,52,145,773
8610000US27668,4,c,D,D
8610000US27675,19,131,1438,6942
8610000US27676,3,23,283,1049
8610000US27695,10,104,443,1843
8610000US27697,1,a,D,D
8610000US27699,2,b,D,D
8610000US27701,956,12463,137194,589413
8610000US27702,28,365,1697,6979
8610000US27703,1009,23467,467316,1766048
8610000US27704,657,11879,123749,521260
8610000US27705,1100,18300,199517,826814
8610000US27706,2,b,D,D
8610000US27707,1152,17930,190026,754744
8610000US27708,22,j,D,D
8610000US27709,322,29230,881567,3267777
8610000US27710,19,i,D,D
8610000US27711,12,285,3005,11342
8610000US27712,206,5261,86562,328222
8610000US27713,1335,24024,278647,1142302
8610000US27715,11,419,2668,13173
8610000US27717,13,146,804,3889
8610000US27722,4,47,357,1849
8610000US27801,252,5717,54411,209796
8610000US27802,49,1329,13561,51485
8610000US27803,268,2659,18661,82313
8610000US27804,1102,21580,202240,839840
8610000US27805,48,372,3825,16893
8610000US27806,42,1060,19035,81326
8610000US27807,63,393,2397,10705
8610000US27808,44,119,612,3001
8610000US27809,82,1991,19328,72946
8610000US27810,109,758,5563,21848
8610000US27811,5,43,168,739
8610000US27812,50,316,2068,8040
8610000US27813,6,44,304,1280
8610000US27814,7,25,150,656
8610000US27816,12,49,318,1290
8610000US27817,84,632,3477,15030
8610000US27818,9,46,210,763
8610000US27819,2,a,D,D
8610000US27820,35,237,2283,8552
8610000US27821,2,a,D,D
8610000US27822,107,809,6724,28731
8610000US27823,82,805,5907,25293
8610000US27824,27,177,951,4488
8610000US27825,4,b,D,D
8610000US27826,17,72,784,2735
8610000US27827,6,58,415,1808
8610000US27828,177,2792,20603,86819
8610000US27829,14,49,534,2699
8610000US27830,69,454,2644,10945
8610000US27831,28,1363,11406,45638
8610000US27832,36,526,3763,16245
8610000US27833,8,79,314,1290
8610000US27834,1238,30450,288781,1282957
8610000US27835,66,2207,31609,125133
8610000US27836,13,140,951,4057
8610000US27837,52,168,1086,5064
8610000US27839,37,843,5780,26056
8610000US27840,9,213,1933,7933
8610000US27841,1,a,D,D
8610000US27842,18,37,168,883
8610000US27843,7,34,172,764
8610000US27844,15,123,699,2704
8610000US27845,43,281,1724,6437
8610000US27846,39,278,1784,7693
8610000US27847,6,154,990,4283
8610000US27849,27,2185,17605,58182
8610000US27850,130,647,3552,15694
8610000US27851,30,163,915,3953
8610000US27852,29,87,464,2615
8610000US27853,7,38,354,1473
8610000US27855,95,1072,6928,30596
8610000US27856,242,3470,21503,95362
8610000US27857,11,29,121,511
8610000US27858,1247,14886,93119,386958
8610000US27860,45,394,3554,15654
8610000US27862,11,20,99,505
8610000US27863,100,672,3985,18454
8610000US27864,54,686,4798,20058
8610000US27865,30,219,1532,6934
8610000US27866,8,461,4461,24025
8610000US27867,5,34,121,521
8610000US27868,12,65,404,1645
8610000US27869,44,522,3213,13657
8610000US27870,575,8194,64782,259341
8610000US27871,48,332,1439,6483
8610000US27872,7,14,63,313
8610000US27873,7,40,292,955
8610000US27874,85,1260,7715,35953
8610000US27875,1,a,D,D
8610000US27876,17,198,2204,8956
8610000US27877,5,f,D,D
8610000US27878,32,226,1274,5434
8610000US27879,8,73,944,3401
8610000US27880,40,229,1614,7660
8610000US27881,1,a,D,D
8610000US27882,91,860,7372,32747
8610000US27883,30,238,1577,6818
8610000US27884,15,50,220,1015
8610000US27885,16,167,767,4012
8610000US27886,363,6580,49616,213036
8610000US27887,3,a,D,D
8610000US27888,14,65,438,2105
8610000US27889,747,10481,77928,326966
8610000US27890,63,984,7966,33171
8610000US27891,42,2049,24966,106415
8610000US27892,336,3874,24651,103462
8610000US27893,952,22795,235906,913158
8610000US27894,53,2040,44840,121967
8610000US27895,35,633,5851,23439
8610000US27896,456,5000,31248,136373
8610000US27897,16,57,271,1096
8610000US27906,29,218,2103,8908
8610000US27907,9,36,307,1291
8610000US27909,878,10569,88176,369576
8610000US27910,322,4487,31068,130540
8610000US27915,58,525,2730,17707
8610000US27916,4,6,31,314
8610000US27917,21,254,1536,7173
8610000US27919,17,65,394,2035
8610000US27920,90,267,1253,9429
8610000US27921,70,334,2058,9053
8610000US27922,26,853,15516,59203
8610000US27923,20,101,554,2828
8610000US27924,30,152,934,4255
8610000US27925,70,404,2066,12138
8610000US27926,11,55,171,712
8610000US27927,158,843,4862,36395
8610000US27928,31,160,1035,4795
8610000US27929,22,129,544,2507
8610000US27930,1,a,D,D
8610000US27932,327,3199,23284,106263
8610000US27935,15,72,245,1046
8610000US27936,42,198,1070,6137
8610000US27937,17,393,4443,18340
8610000US27938,40,314,2113,9451
8610000US27939,44,354,1646,7561
8610000US27941,34,206,1577,7415
8610000US27942,4,16,51,262
8610000US27943,60,239,1144,7824
8610000US27944,171,1165,8657,38068
8610000US27946,12,140,1144,4854
8610000US27947,28,130,879,4232
8610000US27948,421,3197,19511,98722
8610000US27949,513,4050,28923,149848
8610000US27950,10,33,192,906
8610000US27953,12,73,621,2557
8610000US27954,217,1362,8673,40922
8610000US27956,6,28,91,369
8610000US27957,25,329,3494,16162
8610000US27958,138,2025,20554,84978
8610000US27959,339,2949,18141,98698
8610000US27960,85,258,1247,10121
8610000US27962,175,2639,25001,102411
8610000US27964,39,348,2143,9992
8610000US27965,13,31,162,889
8610000US27966,55,395,2497,12469
8610000US27967,5,27,66,273
8610000US27968,25,93,338,3377
8610000US27970,28,207,1641,6736
8610000US27972,13,112,650,4128
8610000US27973,17,75,679,2576
8610000US27974,15,75,375,1985
8610000US27976,28,122,847,3933
